LSOA Code,Major Category,April_c,Aug_c,March_c,May_c,Nov_c
E01003029,Robbery,0,0,0,0,0
E01003029,Theft,3,3,0,-1,-1
E01003029,Vehicle Offences,0,-4,1,0,-2
E01003029,Violence Against the Person,0,-2,0,-1,3
E01003030,Arson and Criminal Damage,0,0,2,0,0
E01003030,Burglary,-2,-2,-1,1,3
E01003030,Drug Offences,0,-1,0,0,2
E01003030,Miscellaneous Crimes Against Society,-1,-1,0,0,1
E01003030,Possession of Weapons,0,0,0,0,1
E01003030,Public Order Offences,0,3,0,1,2
E01003030,Robbery,0,2,-2,0,-1
E01003030,Theft,-4,-2,1,-4,0
E01003030,Vehicle Offences,-4,0,-1,0,3
E01003030,Violence Against the Person,5,1,0,4,-4
E01003031,Arson and Criminal Damage,-1,1,-1,-1,0
E01003031,Burglary,1,-1,0,0,0
E01003031,Drug Offences,0,-1,0,2,1
E01003031,Possession of Weapons,0,0,0,-1,0
E01003031,Public Order Offences,2,1,0,-1,1
E01003031,Robbery,0,0,0,-1,0
E01003031,Theft,1,2,0,0,0
E01003031,Vehicle Offences,-2,1,-2,1,1
E01003031,Violence Against the Person,-2,9,2,2,5
E01003032,Arson and Criminal Damage,-1,2,3,-1,1
E01003032,Burglary,-2,-1,2,0,-5
E01003032,Drug Offences,5,0,-1,5,1
E01003032,Miscellaneous Crimes Against Society,-1,0,0,0,0
E01003032,Possession of Weapons,1,0,0,1,-1
E01003032,Public Order Offences,-3,0,2,-1,-1
E01003032,Robbery,1,-3,1,0,-3
E01003032,Theft,-3,-23,-9,-1,-6
E01003032,Vehicle Offences,-1,-2,1,-1,0
E01003032,Violence Against the Person,4,-1,7,-5,-2
E01003033,Arson and Criminal Damage,0,0,-3,-1,0
E01003033,Burglary,1,-1,0,0,-2
E01003033,Miscellaneous Crimes Against Society,0,0,0,0,0
E01003033,Possession of Weapons,0,0,0,-1,0
E01003033,Public Order Offences,0,0,0,0,0
E01003033,Robbery,0,0,0,0,0
E01003033,Theft,0,0,0,-2,-2
E01003033,Vehicle Offences,0,0,-1,0,-1
E01003033,Violence Against the Person,-1,0,-5,-2,0
E01003034,Arson and Criminal Damage,1,-2,1,0,1
E01003034,Burglary,0,-2,0,1,-1
E01003034,Drug Offences,0,1,1,1,-2
E01003034,Miscellaneous Crimes Against Society,-1,0,0,0,0
E01003034,Possession of Weapons,0,0,-1,0,0
E01003034,Public Order Offences,-2,1,1,1,1
E01003034,Robbery,0,0,0,0,2
E01003034,Theft,1,1,0,-1,-3
E01003034,Vehicle Offences,-1,-2,0,0,-1
E01003034,Violence Against the Person,1,-2,-4,2,1
E01003035,Arson and Criminal Damage,-2,3,1,-2,-4
E01003035,Burglary,0,-1,-2,-2,-3
E01003035,Drug Offences,0,1,-1,1,-2
E01003035,Miscellaneous Crimes Against Society,-1,1,1,-1,0
E01003035,Possession of Weapons,0,-1,-1,-1,0
E01003035,Public Order Offences,0,-2,-4,-7,-1
E01003035,Robbery,-1,0,-2,-1,-2
E01003035,Theft,-38,-30,-20,-46,-22
E01003035,Vehicle Offences,-1,0,-1,-3,-3
E01003035,Violence Against the Person,-4,-4,1,-10,-8
E01003036,Arson and Criminal Damage,1,0,1,1,0
E01003036,Burglary,0,-1,2,0,2
E01003036,Drug Offences,-1,0,-1,1,-1
E01003036,Miscellaneous Crimes Against Society,0,0,0,0,1
E01003036,Possession of Weapons,0,0,0,0,0
E01003036,Public Order Offences,0,0,0,0,1
E01003036,Robbery,0,1,1,0,1
E01003036,Theft,-1,0,1,1,0
E01003036,Vehicle Offences,0,0,-1,-2,3
E01003036,Violence Against the Person,4,5,2,3,5
E01003037,Arson and Criminal Damage,-1,0,1,0,1
E01003037,Burglary,-2,1,-2,3,1
E01003037,Drug Offences,2,-1,0,5,-1
E01003037,Miscellaneous Crimes Against Society,0,0,0,-1,0
E01003037,Possession of Weapons,0,0,0,-1,-1
E01003037,Public Order Offences,0,-8,2,0,-4
E01003037,Robbery,0,2,-1,0,0
E01003037,Theft,-13,2,-24,-11,-2
E01003037,Vehicle Offences,-4,-1,-1,1,0
E01003037,Violence Against the Person,0,1,-4,1,4
E01003038,Arson and Criminal Damage,1,0,-2,-1,1
E01003038,Burglary,-1,-3,0,-1,2
E01003038,Drug Offences,0,1,1,3,-2
E01003038,Miscellaneous Crimes Against Society,0,0,-1,0,0
E01003038,Public Order Offences,0,0,1,0,0
E01003038,Robbery,1,0,0,0,0
E01003038,Theft,1,0,6,1,-3
E01003038,Vehicle Offences,0,-3,-4,-4,-2
E01003038,Violence Against the Person,0,3,1,0,-2
E01003039,Arson and Criminal Damage,0,1,0,-2,-2
E01003039,Burglary,-8,-1,1,3,-6
E01003039,Drug Offences,1,0,0,3,-2
E01003039,Miscellaneous Crimes Against Society,0,-1,0,0,-1
E01003039,Possession of Weapons,0,-1,0,0,0
E01003039,Public Order Offences,2,-4,0,1,1
E01003039,Robbery,0,-3,0,1,-2
E01003039,Theft,-16,3,-7,-6,8
E01003039,Vehicle Offences,-2,-6,-2,0,-2
E01003039,Violence Against the Person,2,-7,1,-1,3
E01003040,Arson and Criminal Damage,0,0,-1,1,1
E01003040,Burglary,1,-1,1,1,0
E01003040,Drug Offences,0,-2,0,0,0
E01003040,Miscellaneous Crimes Against Society,0,0,0,0,0
E01003040,Possession of Weapons,0,0,0,0,0
E01003040,Public Order Offences,0,0,1,1,0
E01003040,Robbery,0,-1,1,1,-1
E01003040,Theft,-1,-5,2,0,-5
E01003040,Vehicle Offences,-2,0,-1,1,-1
E01003040,Violence Against the Person,2,-2,1,4,5
E01003041,Arson and Criminal Damage,2,1,0,2,1
E01003041,Burglary,0,-1,-1,0,-1
E01003041,Drug Offences,0,-1,0,-3,1
E01003041,Miscellaneous Crimes Against Society,0,1,-1,0,-1
E01003041,Possession of Weapons,0,0,0,0,0
E01003041,Public Order Offences,3,1,2,0,4
E01003041,Robbery,1,0,-2,0,0
E01003041,Theft,-21,14,0,-4,-1
E01003041,Vehicle Offences,-1,0,-2,0,5
E01003041,Violence Against the Person,-2,8,-2,-2,3
E01003042,Arson and Criminal Damage,0,0,0,1,0
E01003042,Burglary,0,0,2,-1,0
E01003042,Drug Offences,1,0,1,-1,1
E01003042,Public Order Offences,2,0,0,-1,-1
E01003042,Robbery,0,-2,0,0,0
E01003042,Theft,-1,0,-1,0,-3
E01003042,Vehicle Offences,0,-2,0,-1,0
E01003042,Violence Against the Person,3,2,2,-1,3
E01003043,Arson and Criminal Damage,-1,1,-2,-1,-1
E01003043,Burglary,-1,1,-4,0,0
E01003043,Drug Offences,1,-2,0,4,2
E01003043,Miscellaneous Crimes Against Society,1,-1,0,0,1
E01003043,Possession of Weapons,0,0,0,0,0
E01003043,Public Order Offences,0,0,0,-2,0
E01003043,Robbery,-1,0,-1,0,0
E01003043,Theft,0,3,-1,2,-1
E01003043,Vehicle Offences,-2,2,1,-2,0
E01003043,Violence Against the Person,-1,-2,1,-3,0
E01003044,Arson and Criminal Damage,-1,-1,-1,1,0
E01003044,Burglary,1,0,1,0,0
E01003044,Drug Offences,1,1,0,0,3
E01003044,Miscellaneous Crimes Against Society,0,0,0,0,1
E01003044,Possession of Weapons,0,0,0,0,1
E01003044,Public Order Offences,1,0,0,-1,0
E01003044,Robbery,0,0,0,0,0
E01003044,Theft,0,1,0,1,0
E01003044,Vehicle Offences,0,0,1,1,1
E01003044,Violence Against the Person,5,3,-2,2,1
E01003045,Arson and Criminal Damage,0,0,0,0,-2
E01003045,Burglary,0,0,0,-2,1
E01003045,Drug Offences,-2,5,-2,2,-1
E01003045,Miscellaneous Crimes Against Society,0,0,1,-2,-1
E01003045,Possession of Weapons,0,1,-1,0,0
E01003045,Public Order Offences,1,-1,-1,1,1
E01003045,Robbery,0,0,-2,-2,0
E01003045,Theft,2,1,1,0,1
E01003045,Vehicle Offences,3,0,-1,1,0
E01003045,Violence Against the Person,0,-2,5,-2,0
E01003046,Arson and Criminal Damage,-2,-1,0,-1,0
E01003046,Burglary,1,1,0,-2,-2
E01003046,Drug Offences,-1,1,-1,-1,0
E01003046,Miscellaneous Crimes Against Society,1,-1,1,-1,0
E01003046,Possession of Weapons,0,-1,0,1,0
E01003046,Public Order Offences,-1,-1,0,0,1
E01003046,Robbery,0,1,-3,0,1
E01003046,Theft,-1,2,0,1,2
E01003046,Vehicle Offences,1,-1,0,-1,-3
E01003046,Violence Against the Person,-2,1,-2,1,-2
E01003047,Arson and Criminal Damage,-4,4,3,-11,-2
E01003047,Burglary,-5,-1,-11,-1,0
E01003047,Drug Offences,2,13,-27,4,-8
E01003047,Miscellaneous Crimes Against Society,-1,-2,-1,0,0
E01003047,Possession of Weapons,-3,0,-4,-2,0
E01003047,Public Order Offences,-3,4,3,-11,-7
E01003047,Robbery,-7,-6,-1,-2,-8
E01003047,Theft,-40,1,-12,-45,-37
E01003047,Vehicle Offences,1,1,-2,-5,0
E01003047,Violence Against the Person,-12,15,1,-7,-38
E01003048,Arson and Criminal Damage,-1,0,-2,-1,0
E01003048,Burglary,-1,-1,-2,-1,0
E01003048,Drug Offences,1,4,-3,6,-1
E01003048,Miscellaneous Crimes Against Society,0,-1,-1,-1,0
E01003048,Possession of Weapons,0,0,0,-1,0
E01003048,Public Order Offences,-1,3,0,0,-1
E01003048,Robbery,0,0,-1,0,0
E01003048,Theft,-2,5,1,-1,-3
E01003048,Vehicle Offences,0,0,-3,1,-2
E01003048,Violence Against the Person,3,8,2,-5,5
E01003049,Arson and Criminal Damage,-1,1,2,0,-1
E01003049,Burglary,1,-2,-3,0,0
E01003049,Drug Offences,0,1,1,1,-1
E01003049,Miscellaneous Crimes Against Society,0,0,-1,0,-1
E01003049,Possession of Weapons,0,-1,0,0,0
E01003049,Public Order Offences,1,-1,1,1,1
E01003049,Robbery,-1,1,1,-1,-1
E01003049,Theft,-5,1,-2,-2,-2
E01003049,Vehicle Offences,0,4,-1,0,0
E01003049,Violence Against the Person,2,7,2,-9,-3
E01003050,Arson and Criminal Damage,-1,-3,-1,0,1
E01003050,Burglary,1,-3,1,0,1
E01003050,Drug Offences,-2,-1,1,-2,0
E01003050,Miscellaneous Crimes Against Society,0,-1,0,0,0
E01003050,Possession of Weapons,0,0,0,-1,0
E01003050,Public Order Offences,0,0,1,1,3
E01003050,Robbery,-5,2,0,-2,0
E01003050,Theft,-3,1,-1,-4,-5
E01003050,Vehicle Offences,-1,1,-5,0,2
E01003050,Violence Against the Person,-4,-4,1,-1,-6
E01003051,Arson and Criminal Damage,0,0,-2,0,0
E01003051,Burglary,-1,4,0,2,5
E01003051,Drug Offences,4,1,3,7,0
E01003051,Miscellaneous Crimes Against Society,1,0,0,0,0
E01003051,Possession of Weapons,1,1,0,0,1
E01003051,Public Order Offences,1,2,-1,1,-1
E01003051,Robbery,1,-1,0,-2,2
E01003051,Theft,-2,-2,1,2,1
E01003051,Vehicle Offences,0,-1,1,2,0
E01003051,Violence Against the Person,2,0,-7,0,3
E01003052,Arson and Criminal Damage,0,0,1,1,0
E01003052,Burglary,0,0,0,0,2
E01003052,Drug Offences,0,-4,2,4,0
E01003052,Miscellaneous Crimes Against Society,0,0,1,0,0
E01003052,Possession of Weapons,0,-1,-1,1,0
E01003052,Public Order Offences,-1,-2,1,0,1
E01003052,Robbery,0,0,0,-1,-3
E01003052,Theft,-1,0,-1,2,0
E01003052,Vehicle Offences,1,0,1,1,-1
E01003052,Violence Against the Person,-6,0,-3,4,-5
E01003053,Arson and Criminal Damage,0,0,0,1,-1
E01003053,Burglary,-2,1,-1,-2,-6
E01003053,Drug Offences,1,1,-1,1,0
E01003053,Miscellaneous Crimes Against Society,0,0,0,0,-1
E01003053,Possession of Weapons,-1,0,0,1,0
E01003053,Public Order Offences,-1,1,1,0,0
E01003053,Robbery,0,-1,1,-1,0
E01003053,Theft,-13,0,-2,-8,-1
E01003053,Vehicle Offences,-2,-2,1,-1,-2
E01003053,Violence Against the Person,-7,1,-1,-6,3
E01003054,Arson and Criminal Damage,-3,-1,0,-3,0
E01003054,Burglary,0,4,-4,2,-2
E01003054,Drug Offences,0,0,0,-1,-2
E01003054,Miscellaneous Crimes Against Society,0,0,0,0,0
E01003054,Possession of Weapons,0,0,-1,0,-1
E01003054,Public Order Offences,0,0,3,0,-1
E01003054,Robbery,0,0,0,0,1
E01003054,Theft,-4,-3,2,0,0
E01003054,Vehicle Offences,-2,4,-1,-1,-1
E01003054,Violence Against the Person,3,1,4,7,-4
E01003055,Arson and Criminal Damage,-2,0,1,4,0
E01003055,Burglary,-3,-4,-3,0,3
E01003055,Drug Offences,1,-1,-2,6,-1
E01003055,Miscellaneous Crimes Against Society,-1,-1,0,1,0
E01003055,Possession of Weapons,0,-1,0,0,0
E01003055,Public Order Offences,2,-2,-2,2,-3
E01003055,Robbery,-3,0,-1,-2,-3
E01003055,Theft,-13,-10,-16,-20,-10
E01003055,Vehicle Offences,-1,2,3,3,2
E01003055,Violence Against the Person,-1,10,2,-5,-4
E01003056,Arson and Criminal Damage,-1,-2,-1,0,1
E01003056,Burglary,0,3,-2,-1,1
E01003056,Drug Offences,0,0,0,-2,1
E01003056,Miscellaneous Crimes Against Society,0,1,0,0,-1
E01003056,Possession of Weapons,0,0,0,0,0
E01003056,Public Order Offences,1,-2,-3,1,0
E01003056,Robbery,0,0,0,0,-1
E01003056,Theft,-1,-5,-1,-4,0
E01003056,Vehicle Offences,0,2,-1,-1,0
E01003056,Violence Against the Person,0,2,2,2,1
E01003057,Arson and Criminal Damage,-1,-1,-1,3,2
E01003057,Burglary,-1,0,0,-1,-1
E01003057,Drug Offences,0,0,-1,2,0
E01003057,Miscellaneous Crimes Against Society,0,0,0,0,0
E01003057,Possession of Weapons,0,0,0,0,0
E01003057,Public Order Offences,-1,2,4,1,2
E01003057,Robbery,0,0,-1,0,0
E01003057,Theft,-2,0,-1,-1,1
E01003057,Vehicle Offences,-1,0,1,-1,-2
E01003057,Violence Against the Person,7,1,2,2,6
E01003058,Arson and Criminal Damage,1,3,2,0,1
E01003058,Burglary,5,-3,-5,-4,0
E01003058,Drug Offences,1,1,1,0,-2
E01003058,Miscellaneous Crimes Against Society,0,2,0,0,0
E01003058,Possession of Weapons,0,0,0,0,-1
E01003058,Public Order Offences,-2,-2,1,2,0
E01003058,Robbery,0,0,0,0,0
E01003058,Theft,-1,3,-1,-1,2
E01003058,Vehicle Offences,0,0,0,0,0
E01003058,Violence Against the Person,1,-1,-1,4,-1
E01003059,Arson and Criminal Damage,0,0,0,0,1
E01003059,Burglary,-1,2,3,0,-2
E01003059,Drug Offences,1,2,-1,3,0
E01003059,Miscellaneous Crimes Against Society,0,0,0,0,0
E01003059,Possession of Weapons,-1,0,2,0,0
E01003059,Public Order Offences,0,0,0,0,0
E01003059,Robbery,0,3,0,0,0
E01003059,Theft,-23,-6,-5,-17,-13
E01003059,Vehicle Offences,-1,-1,-1,0,0
E01003059,Violence Against the Person,0,6,-5,0,0
E01003060,Arson and Criminal Damage,-2,-1,1,3,0
E01003060,Burglary,1,-2,-1,-1,0
E01003060,Drug Offences,2,1,-2,2,1
E01003060,Miscellaneous Crimes Against Society,0,0,0,1,0
E01003060,Possession of Weapons,0,0,0,1,0
E01003060,Public Order Offences,-1,0,-2,0,0
E01003060,Robbery,-2,0,-1,0,0
E01003060,Theft,-1,0,-1,-6,0
E01003060,Vehicle Offences,0,0,1,-1,1
E01003060,Violence Against the Person,-4,0,2,4,-2
E01003061,Arson and Criminal Damage,0,-2,-1,1,-1
E01003061,Burglary,0,0,-1,-4,2
E01003061,Drug Offences,-1,-2,5,-2,-3
E01003061,Miscellaneous Crimes Against Society,1,0,1,0,0
E01003061,Possession of Weapons,0,2,0,-1,0
E01003061,Public Order Offences,1,1,1,3,-2
E01003061,Robbery,-2,0,-1,-2,-1
E01003061,Theft,-17,-4,-8,-29,-33
E01003061,Vehicle Offences,0,0,0,2,0
E01003061,Violence Against the Person,-6,1,-1,-1,-6
E01003062,Arson and Criminal Damage,-1,-2,-2,0,0
E01003062,Burglary,-5,-2,1,-3,3
E01003062,Drug Offences,0,1,0,2,0
E01003062,Miscellaneous Crimes Against Society,0,0,0,0,0
E01003062,Possession of Weapons,0,0,1,0,0
E01003062,Public Order Offences,-2,3,-4,1,0
E01003062,Robbery,-1,1,1,0,-1
E01003062,Theft,-2,-4,0,-3,0
E01003062,Vehicle Offences,1,1,-2,-3,-3
E01003062,Violence Against the Person,-4,-2,2,-4,0
E01003063,Arson and Criminal Damage,0,2,0,2,2
E01003063,Burglary,-1,-1,0,-1,-1
E01003063,Drug Offences,1,2,0,0,-1
E01003063,Miscellaneous Crimes Against Society,1,0,-1,0,-1
E01003063,Possession of Weapons,-1,0,1,0,0
E01003063,Public Order Offences,2,-1,0,0,3
E01003063,Robbery,0,-1,0,0,0
E01003063,Theft,-2,-1,-2,2,2
E01003063,Vehicle Offences,0,2,1,-1,-1
E01003063,Violence Against the Person,4,-1,-1,-1,0
E01003064,Arson and Criminal Damage,0,0,0,-1,0
E01003064,Burglary,1,0,-1,1,-4
E01003064,Drug Offences,-1,0,-2,1,0
E01003064,Public Order Offences,-1,0,0,-1,0
E01003064,Robbery,0,-1,-1,0,1
E01003064,Theft,-2,2,0,1,0
E01003064,Vehicle Offences,-2,0,2,-2,-1
E01003064,Violence Against the Person,-1,0,-2,0,-3
E01003065,Arson and Criminal Damage,0,0,2,1,0
E01003065,Burglary,-1,0,1,0,-2
E01003065,Drug Offences,-1,-1,0,0,0
E01003065,Miscellaneous Crimes Against Society,0,-1,0,0,0
E01003065,Possession of Weapons,0,0,0,1,0
E01003065,Public Order Offences,-2,-1,1,0,0
E01003065,Robbery,0,-1,0,0,0
E01003065,Theft,1,0,-2,1,0
E01003065,Vehicle Offences,1,0,-2,1,2
E01003065,Violence Against the Person,-8,0,-3,2,1
E01003066,Arson and Criminal Damage,0,3,-1,-1,-3
E01003066,Burglary,0,1,0,-1,-2
E01003066,Drug Offences,0,0,0,0,0
E01003066,Miscellaneous Crimes Against Society,0,0,0,0,0
E01003066,Possession of Weapons,1,-1,0,0,0
E01003066,Public Order Offences,-2,0,-1,-1,-1
E01003066,Robbery,0,-1,1,0,1
E01003066,Theft,2,-1,-2,-2,0
E01003066,Vehicle Offences,-2,1,-2,-1,2
E01003066,Violence Against the Person,3,3,2,-3,0
E01003067,Arson and Criminal Damage,0,0,-1,-1,0
E01003067,Burglary,-1,0,-1,0,-3
E01003067,Drug Offences,3,-1,-1,-1,0
E01003067,Miscellaneous Crimes Against Society,-1,-1,0,0,0
E01003067,Possession of Weapons,0,0,0,0,0
E01003067,Public Order Offences,0,3,0,-1,-1
E01003067,Robbery,0,2,0,0,-2
E01003067,Theft,-2,-2,-2,1,-1
E01003067,Vehicle Offences,-2,0,0,0,1
E01003067,Violence Against the Person,4,2,2,-3,-1
E01003068,Arson and Criminal Damage,0,-1,2,0,3
E01003068,Burglary,-1,0,-2,-2,-1
E01003068,Drug Offences,2,0,0,0,1
E01003068,Miscellaneous Crimes Against Society,0,0,0,0,0
E01003068,Possession of Weapons,0,0,0,0,0
E01003068,Public Order Offences,1,0,0,0,0
E01003068,Robbery,-1,0,0,0,1
E01003068,Theft,-1,0,-2,-1,0
E01003068,Vehicle Offences,0,-3,-1,0,2
E01003068,Violence Against the Person,0,-4,-1,-2,-7
E01003069,Arson and Criminal Damage,0,1,0,-2,-1
E01003069,Burglary,4,0,0,0,1
E01003069,Drug Offences,1,1,3,3,-1
E01003069,Miscellaneous Crimes Against Society,0,0,3,-1,0
E01003069,Possession of Weapons,0,-1,-1,-1,0
E01003069,Public Order Offences,1,0,-2,0,0
E01003069,Robbery,0,1,1,0,1
E01003069,Theft,0,-2,0,0,-1
E01003069,Vehicle Offences,-2,0,1,-1,2
E01003069,Violence Against the Person,0,9,1,-4,0
E01003070,Arson and Criminal Damage,2,2,-2,0,-1
E01003070,Burglary,-1,1,-1,0,0
E01003070,Drug Offences,3,0,-1,1,0
E01003070,Miscellaneous Crimes Against Society,2,0,0,0,2
E01003070,Possession of Weapons,0,0,1,0,0
E01003070,Public Order Offences,0,0,0,0,0
E01003070,Robbery,0,0,0,0,1
E01003070,Theft,-2,2,-1,0,3
E01003070,Vehicle Offences,-1,0,2,0,-1
E01003070,Violence Against the Person,3,1,3,-5,5
E01003071,Arson and Criminal Damage,1,0,1,0,0
E01003071,Burglary,-4,0,-4,-3,2
E01003071,Drug Offences,0,0,-1,0,-1
E01003071,Miscellaneous Crimes Against Society,0,0,0,-1,0
E01003071,Possession of Weapons,0,0,0,1,0
E01003071,Public Order Offences,-2,3,0,2,-2
E01003071,Robbery,0,0,-2,0,1
E01003071,Theft,-2,-5,3,-1,-4
E01003071,Vehicle Offences,-2,3,-1,-3,-1
E01003071,Violence Against the Person,-3,2,2,1,-3
E01003072,Arson and Criminal Damage,0,0,1,-1,0
E01003072,Burglary,-2,-1,0,0,-1
E01003072,Drug Offences,1,0,0,1,0
E01003072,Miscellaneous Crimes Against Society,0,0,0,0,0
E01003072,Public Order Offences,0,0,0,0,1
E01003072,Robbery,0,0,0,0,-1
E01003072,Theft,1,0,1,1,3
E01003072,Vehicle Offences,0,-2,2,3,0
E01003072,Violence Against the Person,-2,1,1,1,0
E01003073,Arson and Criminal Damage,-1,1,0,-2,0
E01003073,Burglary,2,0,1,-1,0
E01003073,Drug Offences,2,2,0,0,0
E01003073,Miscellaneous Crimes Against Society,-1,1,-1,0,1
E01003073,Possession of Weapons,1,1,0,0,0
E01003073,Public Order Offences,-1,0,-1,0,1
E01003073,Robbery,2,0,0,0,0
E01003073,Theft,-4,1,-4,0,3
E01003073,Vehicle Offences,-3,0,-4,0,-4
E01003073,Violence Against the Person,1,-6,7,6,0
E01003074,Arson and Criminal Damage,-1,-1,0,-1,-1
E01003074,Burglary,0,1,0,-1,1
E01003074,Drug Offences,4,-5,-2,1,2
E01003074,Miscellaneous Crimes Against Society,0,0,0,0,-1
E01003074,Possession of Weapons,0,0,1,0,0
E01003074,Public Order Offences,-1,-1,1,4,-3
E01003074,Robbery,-2,-2,3,0,1
E01003074,Theft,-8,3,4,-7,-3
E01003074,Vehicle Offences,-6,2,-1,-5,-3
E01003074,Violence Against the Person,-7,-4,3,-5,4
E01003075,Arson and Criminal Damage,1,-1,0,1,-4
E01003075,Burglary,0,6,1,0,-2
E01003075,Drug Offences,-1,-3,1,0,-2
E01003075,Miscellaneous Crimes Against Society,0,-1,-2,0,0
E01003075,Possession of Weapons,0,1,-1,0,0
E01003075,Public Order Offences,1,1,0,-2,1
E01003075,Robbery,0,0,0,1,0
E01003075,Theft,-1,-1,-1,-2,3
E01003075,Vehicle Offences,0,1,-2,-3,-1
E01003075,Violence Against the Person,2,3,2,0,-4
E01003076,Arson and Criminal Damage,-1,-7,-3,3,3
E01003076,Burglary,-4,0,0,1,-1
E01003076,Drug Offences,0,0,0,1,0
E01003076,Miscellaneous Crimes Against Society,-1,0,0,-2,0
E01003076,Possession of Weapons,0,1,1,-1,0
E01003076,Public Order Offences,1,-2,0,0,-1
E01003076,Robbery,1,0,1,0,1
E01003076,Theft,-6,-1,3,-1,-2
E01003076,Vehicle Offences,0,0,-1,0,-4
E01003076,Violence Against the Person,-3,1,-3,-1,-8
E01003077,Arson and Criminal Damage,-2,4,0,-1,0
E01003077,Burglary,1,3,0,-3,2
E01003077,Drug Offences,1,0,-1,2,2
E01003077,Miscellaneous Crimes Against Society,0,0,1,1,0
E01003077,Possession of Weapons,0,0,0,0,0
E01003077,Public Order Offences,-2,-3,-1,1,0
E01003077,Robbery,1,0,0,0,0
E01003077,Theft,1,3,-1,0,1
E01003077,Vehicle Offences,0,0,-3,2,-3
E01003077,Violence Against the Person,1,5,-1,-2,1
E01003078,Arson and Criminal Damage,0,1,0,0,-1
E01003078,Burglary,1,-1,2,-4,0
E01003078,Drug Offences,1,0,0,-2,2
E01003078,Miscellaneous Crimes Against Society,1,0,2,0,1
E01003078,Possession of Weapons,0,0,0,0,0
E01003078,Public Order Offences,-1,3,-1,1,2
E01003078,Robbery,0,-1,0,1,0
E01003078,Theft,-1,-1,0,-2,1
E01003078,Vehicle Offences,-1,2,-5,-4,-1
E01003078,Violence Against the Person,0,2,2,0,0
E01003079,Arson and Criminal Damage,-1,-3,2,-1,-1
E01003079,Burglary,1,-3,-1,1,0
E01003079,Drug Offences,0,0,0,-5,0
E01003079,Miscellaneous Crimes Against Society,0,0,0,0,0
E01003079,Possession of Weapons,0,0,-1,0,0
E01003079,Public Order Offences,-1,2,0,-1,2
E01003079,Robbery,-1,1,1,-2,-1
E01003079,Theft,-1,-2,-3,0,3
E01003079,Vehicle Offences,-4,-4,-3,-2,-2
E01003079,Violence Against the Person,1,-7,3,8,-3
E01003080,Arson and Criminal Damage,0,1,-1,-2,0
E01003080,Burglary,-1,0,-1,2,-1
E01003080,Drug Offences,-1,0,-1,0,0
E01003080,Miscellaneous Crimes Against Society,0,0,0,0,1
E01003080,Possession of Weapons,0,0,0,0,1
E01003080,Public Order Offences,-1,0,0,0,0
E01003080,Robbery,0,0,-1,0,0
E01003080,Theft,-2,0,-1,-2,0
E01003080,Vehicle Offences,-3,-4,1,-1,1
E01003080,Violence Against the Person,-1,0,-1,-1,0
E01003081,Arson and Criminal Damage,0,-2,-1,2,0
E01003081,Burglary,1,0,1,-1,0
E01003081,Drug Offences,-1,0,3,0,1
E01003081,Miscellaneous Crimes Against Society,0,0,0,0,0
E01003081,Possession of Weapons,0,0,-1,1,0
E01003081,Public Order Offences,-2,-3,-2,-2,0
E01003081,Robbery,0,-1,-1,-2,0
E01003081,Theft,-3,1,-5,-1,-5
E01003081,Vehicle Offences,-3,0,-3,2,-2
E01003081,Violence Against the Person,3,0,-2,8,1
E01003082,Arson and Criminal Damage,1,-1,-1,0,0
E01003082,Burglary,0,0,1,-1,0
E01003082,Drug Offences,0,0,0,0,-1
E01003082,Possession of Weapons,0,0,0,0,-1
E01003082,Public Order Offences,-1,3,0,0,1
E01003082,Robbery,1,0,-1,-1,0
E01003082,Theft,1,1,-1,0,0
E01003082,Vehicle Offences,1,-1,-1,-1,-1
E01003082,Violence Against the Person,-2,-2,-2,-2,1
E01003083,Arson and Criminal Damage,-1,0,0,1,0
E01003083,Burglary,1,1,-3,0,-2
E01003083,Drug Offences,0,-1,0,0,-1
E01003083,Miscellaneous Crimes Against Society,0,-1,0,1,0
E01003083,Public Order Offences,-1,0,0,1,-1
E01003083,Robbery,0,0,1,0,0
E01003083,Theft,-2,1,3,0,0
E01003083,Vehicle Offences,-2,-2,0,-6,1
E01003083,Violence Against the Person,0,2,-1,-2,1
E01003084,Arson and Criminal Damage,0,2,-2,0,-2
E01003084,Burglary,-1,0,-3,-1,-3
E01003084,Drug Offences,-3,0,0,1,0
E01003084,Miscellaneous Crimes Against Society,0,-1,0,0,0
E01003084,Public Order Offences,0,-2,1,1,0
E01003084,Robbery,0,0,-1,0,0
E01003084,Theft,0,0,-3,0,2
E01003084,Vehicle Offences,1,-2,1,-3,2
E01003084,Violence Against the Person,0,3,1,-3,-1
E01003085,Arson and Criminal Damage,0,0,3,0,0
E01003085,Burglary,-1,0,5,-1,-1
E01003085,Drug Offences,0,0,0,0,0
E01003085,Miscellaneous Crimes Against Society,0,0,0,0,0
E01003085,Possession of Weapons,0,0,-1,0,0
E01003085,Public Order Offences,0,1,-1,0,0
E01003085,Robbery,0,0,0,0,0
E01003085,Theft,1,0,-1,0,1
E01003085,Vehicle Offences,-3,0,2,-1,1
E01003085,Violence Against the Person,2,1,0,-3,1
E01003086,Arson and Criminal Damage,-1,-1,1,-2,5
E01003086,Burglary,0,0,0,0,0
E01003086,Drug Offences,0,0,0,1,1
E01003086,Miscellaneous Crimes Against Society,0,0,1,0,0
E01003086,Possession of Weapons,0,0,0,0,0
